"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"752156136527323136","752154047004618752","405456587","2016-07-10 15:02:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard 😂😂😂 https://t.co/BTu1miASjz","","","","https://twitter.com/akash_barve/status/752156136527323136/photo/1"
"752153557558816773","","","2016-07-10 14:52:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @IngeniousRetard: Hans is back again with a beautiful cover! Hats off to your talent man!
Listen to it folks! Please RT. https://t.co/co…","751417634969624576","405456587","2016-07-08 14:08:19 +0000","https://twitter.com/kumarhans/status/751320524924522496"
"752153474842947584","","","2016-07-10 14:52:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","A warning to anyone planning to use #OneLastTime because it's final year. https://t.co/7A1w6zr0ql","","","","https://twitter.com/akash_barve/status/752153474842947584/photo/1"
"750640455709257728","750637825528213505","405456587","2016-07-06 10:40:05 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard 😂😂😂something better than Sultan to mark the day!","","","",""
"750636284562051072","","","2016-07-06 10:23:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","https://t.co/Z0hLAJMLn5 @IngeniousRetard this one's a masterpiece!","","","","http://www.skepticalthoughts.net/2016/07/the-last-interview.html"
"750355966441484288","750355752854908928","2915308411","2016-07-05 15:49:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@MayuriJadhav441 This is the happy me. Twitter couldn't handle the sad version!😂","","","",""
"750354635748179968","","","2016-07-05 15:44:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Interviewer:Describe yourself
Me:Fat &amp; ugly(FnU)
I:Strengths?
M:FnU
I:Weaknesses?
M:FnU
I:How do you see yourself in 10 years?
M:FnU
*cries*","","","",""
"749852948813975552","749852103296753664","405456587","2016-07-04 06:30:49 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard https://t.co/iEfQNw4dUy","","","","https://twitter.com/akash_barve/status/749852948813975552/photo/1"
"749850532769062912","749849369399037952","405456587","2016-07-04 06:21:13 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard https://t.co/fWJ1dEE0nV","","","","https://twitter.com/akash_barve/status/749850532769062912/photo/1"
"749848711333806080","749848458866008064","405456587","2016-07-04 06:13:58 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard She : You don't get pussy because you are one!","","","",""
"749846211100827648","749844938905382912","405456587","2016-07-04 06:04:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard and hence, neither do the tattoos.","","","",""
"749841956604436481","","","2016-07-04 05:47:08 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Reason to get tattoos -
She: Hey, nice tats.
Me: Nice tits.
She: Haha. Let's fuck!

#KiddingNotKidding","","","",""
"749841557419855872","","","2016-07-04 05:45:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Friend : Abe chutiye.
Me: This is how you remind me....of who I really am!","","","",""
"748083256810217473","748082610367143936","301557049","2016-06-29 09:18:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AnkitaDsinha haha. Hello!","","","",""
"748082475293892608","748079027278098432","301557049","2016-06-29 09:15:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AnkitaDsinha Pretentious fans all over.😂😂","","","",""
"747505285980389376","","","2016-06-27 19:02:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Log khudke baap ke retire honepe bhi itna nai rote jitna Tendulkar or Messi ke liye ro rahe hai!","","","",""
"747504411304411136","747495695221821440","405456587","2016-06-27 18:58:34 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard 😂😂😂 Maharashtrian moms!","","","",""
"747489095656574980","","","2016-06-27 17:57:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","All of a sudden people who didn't squat about football are the biggest fans of #messi ! 😂","","","",""
"744872051979083776","","","2016-06-20 12:38:30 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @poprocksandCola: I wish I had a tiny Lyanna Mormont to follow me around just to throw shade at people I didn't like. #GameofThrones htt…","744746457375309828","25171883","2016-06-20 04:19:26 +0000","https://twitter.com/poprocksandCola/status/744746457375309828/photo/1"
"744593196202659840","","","2016-06-19 18:10:26 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The best cathartic moment one can have is spam the results of the Battle if Bastards as soon as the torrent is out. #GoT","","","",""
"744518734300119040","","","2016-06-19 13:14:33 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Disappointment level : Took admission thinking, ye college me JP Morgan ata hai bc😍.
3 years later: Not eligible to apply for placement!","","","",""
"744220051088171009","744219672803848192","405456587","2016-06-18 17:27:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard Saint Antoine weeps for the end of your hibernation.😂","","","",""
"744149622226984960","","","2016-06-18 12:47:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","'What is learned can be unlearned, this hate must be unlearned. It is the task of this generation!' https://t.co/CxcUUx2pgj
#orlando #peace","","","","http://www.tooyoungandnaive.com/2016/06/a-bullet-with-butterfly-wings.html?m=1"
"744062152223363073","","","2016-06-18 07:00:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","People saying #DrugsDiMaadi are some of the inveterate stoners I've known!","","","",""
"743852124577005568","743807921885052929","34537386","2016-06-17 17:05:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ASUSIndia official Marshmallow update for ZenFone2?","","","",""
"743791887090233344","","405456587","2016-06-17 13:06:19 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IngeniousRetard . Auto playlist put you up with the legends! 🙌 https://t.co/qKbtWvuzqM","","","","https://twitter.com/akash_barve/status/743791887090233344/photo/1"
"743329671492755456","","","2016-06-16 06:29:38 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This guy owns the friendzone.😂 But surely will leave you aghast by the end! Underrated and relatable!🙌 https://t.co/F3L4QDT6Vx","","","","https://twitter.com/ObjArtClub/status/732788012774531072"
"743328141859426305","","","2016-06-16 06:23:34 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The sequel of #UdtaPunjab will be against piracy because piracy &gt;&gt; drug awareness !","","","",""
"743326588968677376","","","2016-06-16 06:17:23 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","People requesting not to watch #UdtaPunjabLeaked , may only speak if they don't have BitTorrent on their machines!😂 #hypocrites","","","",""
"742558882245922819","","","2016-06-14 03:26:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Why do carbon compounds hate #Daenerys .
Because she is the breaker of chains!","","","",""
"742242226030317568","","","2016-06-13 06:28:31 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","People nowadays 
-GOT dekhega
-Snapchat pe dalega
-Spoiler fb pe dalega
-Whatsapp pe status dalega
-2-3 theory padhega
-Comments me jhagdega","","","",""
"741271970084327424","","","2016-06-10 14:13:04 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Conjuring2 will scare the shit out of you and make you laugh too!","","","",""
"739511414319022080","","","2016-06-05 17:37:15 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I wonder if kids in cold countries are tortured consistently to fill up the bottles in the refrigerator by their mothers!","","","",""
"739510040407642112","739509801546330112","1655514888","2016-06-05 17:31:47 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@kimuchni_w485 bc. Ek whisky ka bottle complimentary.😂😂😂","","","",""
"739509483785723904","","","2016-06-05 17:29:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I am so single the guy at the music store refused to sell me an album! Had to buy all singles instead.😂
#oksorry","","","",""
